match_number,year,round,round_code,tournament_stage,best_of,frames_played,player_1,player_1_nat,player_1_seed,player_1_score,player_1_pct,player_1_result,player_2,player_2_nat,player_2_seed,player_2_score,player_2_pct,player_2_result,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score,margin,match_up
28,1978,Semi-Finals,SF,4,35,34,Fred Davis,ENG,u,16,47.05882353,L,Perrie Mans,RSA,u,18,52.94117647,W,Perrie Mans,RSA,u,18,Fred Davis,ENG,u,16,2,Fred Davis v Perrie Mans
28,1978,Semi-Finals,SF,4,35,34,Perrie Mans,RSA,u,18,52.94117647,W,Fred Davis,ENG,u,16,47.05882353,L,Perrie Mans,RSA,u,18,Fred Davis,ENG,u,16,2,Fred Davis v Perrie Mans
29,1978,Semi-Finals,SF,4,35,32,Eddie Charlton,AUS,3,14,43.75,L,Ray Reardon,WAL,2,18,56.25,W,Ray Reardon,WAL,2,18,Eddie Charlton,AUS,3,14,4,Eddie Charlton v Ray Reardon
29,1978,Semi-Finals,SF,4,35,32,Ray Reardon,WAL,2,18,56.25,W,Eddie Charlton,AUS,3,14,43.75,L,Ray Reardon,WAL,2,18,Eddie Charlton,AUS,3,14,4,Eddie Charlton v Ray Reardon
30,1978,Third Place,3P,4,13,10,Eddie Charlton,AUS,3,7,70,W,Fred Davis,ENG,u,3,30,L,Eddie Charlton,AUS,3,7,Fred Davis,ENG,u,3,4,Eddie Charlton v Fred Davis
30,1978,Third Place,3P,4,13,10,Fred Davis,ENG,u,3,30,L,Eddie Charlton,AUS,3,7,70,W,Eddie Charlton,AUS,3,7,Fred Davis,ENG,u,3,4,Eddie Charlton v Fred Davis
31,1978,The Final,FIN,5,49,43,Perrie Mans,RSA,u,18,41.86046512,L,Ray Reardon,WAL,2,25,58.13953488,W,Ray Reardon,WAL,2,25,Perrie Mans,RSA,u,18,7,Perrie Mans v Ray Reardon
31,1978,The Final,FIN,5,49,43,Ray Reardon,WAL,2,25,58.13953488,W,Perrie Mans,RSA,u,18,41.86046512,L,Ray Reardon,WAL,2,25,Perrie Mans,RSA,u,18,7,Perrie Mans v Ray Reardon
32,1979,Last 16,L16,2,25,21,Graham Miles,ENG,u,8,38.0952381,L,Ray Reardon,WAL,1,13,61.9047619,W,Ray Reardon,WAL,1,13,Graham Miles,ENG,u,8,5,Graham Miles v Ray Reardon
32,1979,Last 16,L16,2,25,21,Ray Reardon,WAL,1,13,61.9047619,W,Graham Miles,ENG,u,8,38.0952381,L,Ray Reardon,WAL,1,13,Graham Miles,ENG,u,8,5,Graham Miles v Ray Reardon
33,1979,Last 16,L16,2,25,24,Dennis Taylor,NIR,8,13,54.16666667,W,Steve Davis,ENG,u,11,45.83333333,L,Dennis Taylor,NIR,8,13,Steve Davis,ENG,u,11,2,Dennis Taylor v Steve Davis
33,1979,Last 16,L16,2,25,24,Steve Davis,ENG,u,11,45.83333333,L,Dennis Taylor,NIR,8,13,54.16666667,W,Dennis Taylor,NIR,8,13,Steve Davis,ENG,u,11,2,Dennis Taylor v Steve Davis
34,1979,Last 16,L16,2,25,23,Cliff Thorburn,CAN,5,10,43.47826087,L,John Virgo,ENG,u,13,56.52173913,W,John Virgo,ENG,u,13,Cliff Thorburn,CAN,5,10,3,Cliff Thorburn v John Virgo
34,1979,Last 16,L16,2,25,23,John Virgo,ENG,u,13,56.52173913,W,Cliff Thorburn,CAN,5,10,43.47826087,L,John Virgo,ENG,u,13,Cliff Thorburn,CAN,5,10,3,Cliff Thorburn v John Virgo
35,1979,Last 16,L16,2,25,24,Bill Werbeniuk,CAN,u,13,54.16666667,W,John Spencer,ENG,4,11,45.83333333,L,Bill Werbeniuk,CAN,u,13,John Spencer,ENG,4,11,2,Bill Werbeniuk v John Spencer
35,1979,Last 16,L16,2,25,24,John Spencer,ENG,4,11,45.83333333,L,Bill Werbeniuk,CAN,u,13,54.16666667,W,Bill Werbeniuk,CAN,u,13,John Spencer,ENG,4,11,2,Bill Werbeniuk v John Spencer
36,1979,Last 16,L16,2,25,19,Doug Mountjoy,WAL,u,6,31.57894737,L,Eddie Charlton,AUS,3,13,68.42105263,W,Eddie Charlton,AUS,3,13,Doug Mountjoy,WAL,u,6,7,Doug Mountjoy v Eddie Charlton
36,1979,Last 16,L16,2,25,19,Eddie Charlton,AUS,3,13,68.42105263,W,Doug Mountjoy,WAL,u,6,31.57894737,L,Eddie Charlton,AUS,3,13,Doug Mountjoy,WAL,u,6,7,Doug Mountjoy v Eddie Charlton
37,1979,Last 16,L16,2,25,21,Fred Davis,ENG,6,13,61.9047619,W,Kirk Stevens,CAN,u,8,38.0952381,L,Fred Davis,ENG,6,13,Kirk Stevens,CAN,u,8,5,Fred Davis v Kirk Stevens
37,1979,Last 16,L16,2,25,21,Kirk Stevens,CAN,u,8,38.0952381,L,Fred Davis,ENG,6,13,61.9047619,W,Fred Davis,ENG,6,13,Kirk Stevens,CAN,u,8,5,Fred Davis v Kirk Stevens
38,1979,Last 16,L16,2,25,18,Alex Higgins,NIR,7,13,72.22222222,W,David Taylor,ENG,u,5,27.77777778,L,Alex Higgins,NIR,7,13,David Taylor,ENG,u,5,8,Alex Higgins v David Taylor
38,1979,Last 16,L16,2,25,18,David Taylor,ENG,u,5,27.77777778,L,Alex Higgins,NIR,7,13,72.22222222,W,Alex Higgins,NIR,7,13,David Taylor,ENG,u,5,8,Alex Higgins v David Taylor
39,1979,Last 16,L16,2,25,21,Perrie Mans,RSA,2,8,38.0952381,L,Terry Griffiths,WAL,u,13,61.9047619,W,Terry Griffiths,WAL,u,13,Perrie Mans,RSA,2,8,5,Perrie Mans v Terry Griffiths
39,1979,Last 16,L16,2,25,21,Terry Griffiths,WAL,u,13,61.9047619,W,Perrie Mans,RSA,2,8,38.0952381,L,Terry Griffiths,WAL,u,13,Perrie Mans,RSA,2,8,5,Perrie Mans v Terry Griffiths
40,1979,Quarter-Finals,QF,3,25,21,Dennis Taylor,NIR,8,13,61.9047619,W,Ray Reardon,WAL,1,8,38.0952381,L,Dennis Taylor,NIR,8,13,Ray Reardon,WAL,1,8,5,Dennis Taylor v Ray Reardon
40,1979,Quarter-Finals,QF,3,25,21,Ray Reardon,WAL,1,8,38.0952381,L,Dennis Taylor,NIR,8,13,61.9047619,W,Dennis Taylor,NIR,8,13,Ray Reardon,WAL,1,8,5,Dennis Taylor v Ray Reardon
41,1979,Quarter-Finals,QF,3,25,22,Bill Werbeniuk,CAN,u,9,40.90909091,L,John Virgo,ENG,u,13,59.09090909,W,John Virgo,ENG,u,13,Bill Werbeniuk,CAN,u,9,4,Bill Werbeniuk v John Virgo
41,1979,Quarter-Finals,QF,3,25,22,John Virgo,ENG,u,13,59.09090909,W,Bill Werbeniuk,CAN,u,9,40.90909091,L,John Virgo,ENG,u,13,Bill Werbeniuk,CAN,u,9,4,Bill Werbeniuk v John Virgo
42,1979,Quarter-Finals,QF,3,25,17,Eddie Charlton,AUS,3,13,76.47058824,W,Fred Davis,ENG,6,4,23.52941176,L,Eddie Charlton,AUS,3,13,Fred Davis,ENG,6,4,9,Eddie Charlton v Fred Davis
42,1979,Quarter-Finals,QF,3,25,17,Fred Davis,ENG,6,4,23.52941176,L,Eddie Charlton,AUS,3,13,76.47058824,W,Eddie Charlton,AUS,3,13,Fred Davis,ENG,6,4,9,Eddie Charlton v Fred Davis
43,1979,Quarter-Finals,QF,3,25,25,Alex Higgins,NIR,7,12,48,L,Terry Griffiths,WAL,u,13,52,W,Terry Griffiths,WAL,u,13,Alex Higgins,NIR,7,12,1,Alex Higgins v Terry Griffiths
43,1979,Quarter-Finals,QF,3,25,25,Terry Griffiths,WAL,u,13,52,W,Alex Higgins,NIR,7,12,48,L,Terry Griffiths,WAL,u,13,Alex Higgins,NIR,7,12,1,Alex Higgins v Terry Griffiths
44,1979,Semi-Finals,SF,4,37,31,Dennis Taylor,NIR,8,19,61.29032258,W,John Virgo,ENG,u,12,38.70967742,L,Dennis Taylor,NIR,8,19,John Virgo,ENG,u,12,7,Dennis Taylor v John Virgo
44,1979,Semi-Finals,SF,4,37,31,John Virgo,ENG,u,12,38.70967742,L,Dennis Taylor,NIR,8,19,61.29032258,W,Dennis Taylor,NIR,8,19,John Virgo,ENG,u,12,7,Dennis Taylor v John Virgo
45,1979,Semi-Finals,SF,4,37,36,Eddie Charlton,AUS,3,17,47.22222222,L,Terry Griffiths,WAL,u,19,52.77777778,W,Terry Griffiths,WAL,u,19,Eddie Charlton,AUS,3,17,2,Eddie Charlton v Terry Griffiths
45,1979,Semi-Finals,SF,4,37,36,Terry Griffiths,WAL,u,19,52.77777778,W,Eddie Charlton,AUS,3,17,47.22222222,L,Terry Griffiths,WAL,u,19,Eddie Charlton,AUS,3,17,2,Eddie Charlton v Terry Griffiths
46,1979,Third Place,3P,4,13,10,Eddie Charlton,AUS,3,7,70,W,John Virgo,ENG,u,3,30,L,Eddie Charlton,AUS,3,7,John Virgo,ENG,u,3,4,Eddie Charlton v John Virgo
46,1979,Third Place,3P,4,13,10,John Virgo,ENG,u,3,30,L,Eddie Charlton,AUS,3,7,70,W,Eddie Charlton,AUS,3,7,John Virgo,ENG,u,3,4,Eddie Charlton v John Virgo
47,1979,The Final,FIN,5,47,40,Dennis Taylor,NIR,8,16,40,L,Terry Griffiths,WAL,u,24,60,W,Terry Griffiths,WAL,u,24,Dennis Taylor,NIR,8,16,8,Dennis Taylor v Terry Griffiths
47,1979,The Final,FIN,5,47,40,Terry Griffiths,WAL,u,24,60,W,Dennis Taylor,NIR,8,16,40,L,Terry Griffiths,WAL,u,24,Dennis Taylor,NIR,8,16,8,Dennis Taylor v Terry Griffiths
48,1980,First Round,1R,1,19,16,Patsy Fagan,IRL,u,6,37.5,L,Steve Davis,ENG,u,10,62.5,W,Steve Davis,ENG,u,10,Patsy Fagan,IRL,u,6,4,Patsy Fagan v Steve Davis
48,1980,First Round,1R,1,19,16,Steve Davis,ENG,u,10,62.5,W,Patsy Fagan,IRL,u,6,37.5,L,Steve Davis,ENG,u,10,Patsy Fagan,IRL,u,6,4,Patsy Fagan v Steve Davis
49,1980,First Round,1R,1,19,19,Alex Higgins,NIR,u,10,52.63157895,W,Tony Meo,ENG,u,9,47.36842105,L,Alex Higgins,NIR,u,10,Tony Meo,ENG,u,9,1,Alex Higgins v Tony Meo
49,1980,First Round,1R,1,19,19,Tony Meo,ENG,u,9,47.36842105,L,Alex Higgins,NIR,u,10,52.63157895,W,Alex Higgins,NIR,u,10,Tony Meo,ENG,u,9,1,Alex Higgins v Tony Meo
50,1980,First Round,1R,1,19,13,Graham Miles,ENG,u,3,23.07692308,L,Kirk Stevens,CAN,u,10,76.92307692,W,Kirk Stevens,CAN,u,10,Graham Miles,ENG,u,3,7,Graham Miles v Kirk Stevens
50,1980,First Round,1R,1,19,13,Kirk Stevens,CAN,u,10,76.92307692,W,Graham Miles,ENG,u,3,23.07692308,L,Kirk Stevens,CAN,u,10,Graham Miles,ENG,u,3,7,Graham Miles v Kirk Stevens
51,1980,First Round,1R,1,19,12,Jim Meadowcroft,ENG,u,2,16.66666667,L,John Virgo,ENG,u,10,83.33333333,W,John Virgo,ENG,u,10,Jim Meadowcroft,ENG,u,2,8,Jim Meadowcroft v John Virgo
51,1980,First Round,1R,1,19,12,John Virgo,ENG,u,10,83.33333333,W,Jim Meadowcroft,ENG,u,2,16.66666667,L,John Virgo,ENG,u,10,Jim Meadowcroft,ENG,u,2,8,Jim Meadowcroft v John Virgo
52,1980,First Round,1R,1,19,16,Cliff Wilson,WAL,u,6,37.5,L,Doug Mountjoy,WAL,u,10,62.5,W,Doug Mountjoy,WAL,u,10,Cliff Wilson,WAL,u,6,4,Cliff Wilson v Doug Mountjoy
52,1980,First Round,1R,1,19,16,Doug Mountjoy,WAL,u,10,62.5,W,Cliff Wilson,WAL,u,6,37.5,L,Doug Mountjoy,WAL,u,10,Cliff Wilson,WAL,u,6,4,Cliff Wilson v Doug Mountjoy
53,1980,First Round,1R,1,19,15,Jim Wych,CAN,u,10,66.66666667,W,John Pulman,ENG,u,5,33.33333333,L,Jim Wych,CAN,u,10,John Pulman,ENG,u,5,5,Jim Wych v John Pulman
53,1980,First Round,1R,1,19,15,John Pulman,ENG,u,5,33.33333333,L,Jim Wych,CAN,u,10,66.66666667,W,Jim Wych,CAN,u,10,John Pulman,ENG,u,5,5,Jim Wych v John Pulman
54,1980,First Round,1R,1,19,13,David Taylor,ENG,u,10,76.92307692,W,Ray Edmonds,ENG,u,3,23.07692308,L,David Taylor,ENG,u,10,Ray Edmonds,ENG,u,3,7,David Taylor v Ray Edmonds
54,1980,First Round,1R,1,19,13,Ray Edmonds,ENG,u,3,23.07692308,L,David Taylor,ENG,u,10,76.92307692,W,David Taylor,ENG,u,10,Ray Edmonds,ENG,u,3,7,David Taylor v Ray Edmonds
55,1980,First Round,1R,1,19,19,Bill Werbeniuk,CAN,u,10,52.63157895,W,Willie Thorne,ENG,u,9,47.36842105,L,Bill Werbeniuk,CAN,u,10,Willie Thorne,ENG,u,9,1,Bill Werbeniuk v Willie Thorne
55,1980,First Round,1R,1,19,19,Willie Thorne,ENG,u,9,47.36842105,L,Bill Werbeniuk,CAN,u,10,52.63157895,W,Bill Werbeniuk,CAN,u,10,Willie Thorne,ENG,u,9,1,Bill Werbeniuk v Willie Thorne
56,1980,Last 16,L16,2,25,23,Steve Davis,ENG,u,13,56.52173913,W,Terry Griffiths,WAL,1,10,43.47826087,L,Steve Davis,ENG,u,13,Terry Griffiths,WAL,1,10,3,Steve Davis v Terry Griffiths
56,1980,Last 16,L16,2,25,23,Terry Griffiths,WAL,1,10,43.47826087,L,Steve Davis,ENG,u,13,56.52173913,W,Steve Davis,ENG,u,13,Terry Griffiths,WAL,1,10,3,Steve Davis v Terry Griffiths
57,1980,Last 16,L16,2,25,19,Alex Higgins,NIR,u,13,68.42105263,W,Perrie Mans,RSA,8,6,31.57894737,L,Alex Higgins,NIR,u,13,Perrie Mans,RSA,8,6,7,Alex Higgins v Perrie Mans
57,1980,Last 16,L16,2,25,19,Perrie Mans,RSA,8,6,31.57894737,L,Alex Higgins,NIR,u,13,68.42105263,W,Alex Higgins,NIR,u,13,Perrie Mans,RSA,8,6,7,Alex Higgins v Perrie Mans
58,1980,Last 16,L16,2,25,21,John Spencer,ENG,5,8,38.0952381,L,Kirk Stevens,CAN,u,13,61.9047619,W,Kirk Stevens,CAN,u,13,John Spencer,ENG,5,8,5,John Spencer v Kirk Stevens
58,1980,Last 16,L16,2,25,21,Kirk Stevens,CAN,u,13,61.9047619,W,John Spencer,ENG,5,8,38.0952381,L,Kirk Stevens,CAN,u,13,John Spencer,ENG,5,8,5,John Spencer v Kirk Stevens
59,1980,Last 16,L16,2,25,25,Eddie Charlton,AUS,4,13,52,W,John Virgo,ENG,u,12,48,L,Eddie Charlton,AUS,4,13,John Virgo,ENG,u,12,1,Eddie Charlton v John Virgo
59,1980,Last 16,L16,2,25,25,John Virgo,ENG,u,12,48,L,Eddie Charlton,AUS,4,13,52,W,Eddie Charlton,AUS,4,13,John Virgo,ENG,u,12,1,Eddie Charlton v John Virgo
60,1980,Last 16,L16,2,25,23,Cliff Thorburn,CAN,3,13,56.52173913,W,Doug Mountjoy,WAL,u,10,43.47826087,L,Cliff Thorburn,CAN,3,13,Doug Mountjoy,WAL,u,10,3,Cliff Thorburn v Doug Mountjoy
60,1980,Last 16,L16,2,25,23,Doug Mountjoy,WAL,u,10,43.47826087,L,Cliff Thorburn,CAN,3,13,56.52173913,W,Cliff Thorburn,CAN,3,13,Doug Mountjoy,WAL,u,10,3,Cliff Thorburn v Doug Mountjoy
61,1980,Last 16,L16,2,25,23,Dennis Taylor,NIR,6,10,43.47826087,L,Jim Wych,CAN,u,13,56.52173913,W,Jim Wych,CAN,u,13,Dennis Taylor,NIR,6,10,3,Dennis Taylor v Jim Wych
61,1980,Last 16,L16,2,25,23,Jim Wych,CAN,u,13,56.52173913,W,Dennis Taylor,NIR,6,10,43.47826087,L,Jim Wych,CAN,u,13,Dennis Taylor,NIR,6,10,3,Dennis Taylor v Jim Wych
62,1980,Last 16,L16,2,25,18,David Taylor,ENG,u,13,72.22222222,W,Fred Davis,ENG,7,5,27.77777778,L,David Taylor,ENG,u,13,Fred Davis,ENG,7,5,8,David Taylor v Fred Davis
62,1980,Last 16,L16,2,25,18,Fred Davis,ENG,7,5,27.77777778,L,David Taylor,ENG,u,13,72.22222222,W,David Taylor,ENG,u,13,Fred Davis,ENG,7,5,8,David Taylor v Fred Davis
63,1980,Last 16,L16,2,25,19,Bill Werbeniuk,CAN,u,6,31.57894737,L,Ray Reardon,WAL,2,13,68.42105263,W,Ray Reardon,WAL,2,13,Bill Werbeniuk,CAN,u,6,7,Bill Werbeniuk v Ray Reardon
63,1980,Last 16,L16,2,25,19,Ray Reardon,WAL,2,13,68.42105263,W,Bill Werbeniuk,CAN,u,6,31.57894737,L,Ray Reardon,WAL,2,13,Bill Werbeniuk,CAN,u,6,7,Bill Werbeniuk v Ray Reardon
64,1980,Quarter-Finals,QF,3,25,22,Alex Higgins,NIR,u,13,59.09090909,W,Steve Davis,ENG,u,9,40.90909091,L,Alex Higgins,NIR,u,13,Steve Davis,ENG,u,9,4,Alex Higgins v Steve Davis
64,1980,Quarter-Finals,QF,3,25,22,Steve Davis,ENG,u,9,40.90909091,L,Alex Higgins,NIR,u,13,59.09090909,W,Alex Higgins,NIR,u,13,Steve Davis,ENG,u,9,4,Alex Higgins v Steve Davis
65,1980,Quarter-Finals,QF,3,25,20,Eddie Charlton,AUS,4,7,35,L,Kirk Stevens,CAN,u,13,65,W,Kirk Stevens,CAN,u,13,Eddie Charlton,AUS,4,7,6,Eddie Charlton v Kirk Stevens
65,1980,Quarter-Finals,QF,3,25,20,Kirk Stevens,CAN,u,13,65,W,Eddie Charlton,AUS,4,7,35,L,Kirk Stevens,CAN,u,13,Eddie Charlton,AUS,4,7,6,Eddie Charlton v Kirk Stevens
66,1980,Quarter-Finals,QF,3,25,19,Cliff Thorburn,CAN,3,13,68.42105263,W,Jim Wych,CAN,u,6,31.57894737,L,Cliff Thorburn,CAN,3,13,Jim Wych,CAN,u,6,7,Cliff Thorburn v Jim Wych
66,1980,Quarter-Finals,QF,3,25,19,Jim Wych,CAN,u,6,31.57894737,L,Cliff Thorburn,CAN,3,13,68.42105263,W,Cliff Thorburn,CAN,3,13,Jim Wych,CAN,u,6,7,Cliff Thorburn v Jim Wych
67,1980,Quarter-Finals,QF,3,25,24,David Taylor,ENG,u,13,54.16666667,W,Ray Reardon,WAL,2,11,45.83333333,L,David Taylor,ENG,u,13,Ray Reardon,WAL,2,11,2,David Taylor v Ray Reardon
67,1980,Quarter-Finals,QF,3,25,24,Ray Reardon,WAL,2,11,45.83333333,L,David Taylor,ENG,u,13,54.16666667,W,David Taylor,ENG,u,13,Ray Reardon,WAL,2,11,2,David Taylor v Ray Reardon
68,1980,Semi-Finals,SF,4,31,29,Alex Higgins,NIR,u,16,55.17241379,W,Kirk Stevens,CAN,u,13,44.82758621,L,Alex Higgins,NIR,u,16,Kirk Stevens,CAN,u,13,3,Alex Higgins v Kirk Stevens
68,1980,Semi-Finals,SF,4,31,29,Kirk Stevens,CAN,u,13,44.82758621,L,Alex Higgins,NIR,u,16,55.17241379,W,Alex Higgins,NIR,u,16,Kirk Stevens,CAN,u,13,3,Alex Higgins v Kirk Stevens
69,1980,Semi-Finals,SF,4,31,23,Cliff Thorburn,CAN,3,16,69.56521739,W,David Taylor,ENG,u,7,30.43478261,L,Cliff Thorburn,CAN,3,16,David Taylor,ENG,u,7,9,Cliff Thorburn v David Taylor
69,1980,Semi-Finals,SF,4,31,23,David Taylor,ENG,u,7,30.43478261,L,Cliff Thorburn,CAN,3,16,69.56521739,W,Cliff Thorburn,CAN,3,16,David Taylor,ENG,u,7,9,Cliff Thorburn v David Taylor
70,1980,The Final,FIN,5,35,34,Alex Higgins,NIR,u,16,47.05882353,L,Cliff Thorburn,CAN,3,18,52.94117647,W,Cliff Thorburn,CAN,3,18,Alex Higgins,NIR,u,16,2,Alex Higgins v Cliff Thorburn
70,1980,The Final,FIN,5,35,34,Cliff Thorburn,CAN,3,18,52.94117647,W,Alex Higgins,NIR,u,16,47.05882353,L,Cliff Thorburn,CAN,3,18,Alex Higgins,NIR,u,16,2,Alex Higgins v Cliff Thorburn
71,1981,First Round,1R,1,19,18,Graham Miles,ENG,u,10,55.55555556,W,Tony Knowles,ENG,u,8,44.44444444,L,Graham Miles,ENG,u,10,Tony Knowles,ENG,u,8,2,Graham Miles v Tony Knowles
71,1981,First Round,1R,1,19,18,Tony Knowles,ENG,u,8,44.44444444,L,Graham Miles,ENG,u,10,55.55555556,W,Graham Miles,ENG,u,10,Tony Knowles,ENG,u,8,2,Graham Miles v Tony Knowles
72,1981,First Round,1R,1,19,16,Cliff Wilson,WAL,u,6,37.5,L,David Taylor,ENG,u,10,62.5,W,David Taylor,ENG,u,10,Cliff Wilson,WAL,u,6,4,Cliff Wilson v David Taylor
72,1981,First Round,1R,1,19,16,David Taylor,ENG,u,10,62.5,W,Cliff Wilson,WAL,u,6,37.5,L,David Taylor,ENG,u,10,Cliff Wilson,WAL,u,6,4,Cliff Wilson v David Taylor
73,1981,First Round,1R,1,19,16,John Virgo,ENG,u,6,37.5,L,Tony Meo,ENG,u,10,62.5,W,Tony Meo,ENG,u,10,John Virgo,ENG,u,6,4,John Virgo v Tony Meo
73,1981,First Round,1R,1,19,16,Tony Meo,ENG,u,10,62.5,W,John Virgo,ENG,u,6,37.5,L,Tony Meo,ENG,u,10,John Virgo,ENG,u,6,4,John Virgo v Tony Meo
74,1981,First Round,1R,1,19,18,Jimmy White,ENG,u,8,44.44444444,L,Steve Davis,ENG,u,10,55.55555556,W,Steve Davis,ENG,u,10,Jimmy White,ENG,u,8,2,Jimmy White v Steve Davis
74,1981,First Round,1R,1,19,18,Steve Davis,ENG,u,10,55.55555556,W,Jimmy White,ENG,u,8,44.44444444,L,Steve Davis,ENG,u,10,Jimmy White,ENG,u,8,2,Jimmy White v Steve Davis
75,1981,First Round,1R,1,19,16,Doug Mountjoy,WAL,u,10,62.5,W,Willie Thorne,ENG,u,6,37.5,L,Doug Mountjoy,WAL,u,10,Willie Thorne,ENG,u,6,4,Doug Mountjoy v Willie Thorne
75,1981,First Round,1R,1,19,16,Willie Thorne,ENG,u,6,37.5,L,Doug Mountjoy,WAL,u,10,62.5,W,Doug Mountjoy,WAL,u,10,Willie Thorne,ENG,u,6,4,Doug Mountjoy v Willie Thorne
76,1981,First Round,1R,1,19,14,John Dunning,ENG,u,4,28.57142857,L,Kirk Stevens,CAN,u,10,71.42857143,W,Kirk Stevens,CAN,u,10,John Dunning,ENG,u,4,6,John Dunning v Kirk Stevens
76,1981,First Round,1R,1,19,14,Kirk Stevens,CAN,u,10,71.42857143,W,John Dunning,ENG,u,4,28.57142857,L,Kirk Stevens,CAN,u,10,John Dunning,ENG,u,4,6,John Dunning v Kirk Stevens
77,1981,First Round,1R,1,19,14,Bill Werbeniuk,CAN,u,10,71.42857143,W,Dave Martin,ENG,u,4,28.57142857,L,Bill Werbeniuk,CAN,u,10,Dave Martin,ENG,u,4,6,Bill Werbeniuk v Dave Martin
77,1981,First Round,1R,1,19,14,Dave Martin,ENG,u,4,28.57142857,L,Bill Werbeniuk,CAN,u,10,71.42857143,W,Bill Werbeniuk,CAN,u,10,Dave Martin,ENG,u,4,6,Bill Werbeniuk v Dave Martin
78,1981,First Round,1R,1,19,19,John Spencer,ENG,u,10,52.63157895,W,Ray Edmonds,ENG,u,9,47.36842105,L,John Spencer,ENG,u,10,Ray Edmonds,ENG,u,9,1,John Spencer v Ray Edmonds
78,1981,First Round,1R,1,19,19,Ray Edmonds,ENG,u,9,47.36842105,L,John Spencer,ENG,u,10,52.63157895,W,John Spencer,ENG,u,10,Ray Edmonds,ENG,u,9,1,John Spencer v Ray Edmonds
79,1981,Last 16,L16,2,25,15,Cliff Thorburn,CAN,1,13,86.66666667,W,Graham Miles,ENG,u,2,13.33333333,L,Cliff Thorburn,CAN,1,13,Graham Miles,ENG,u,2,11,Cliff Thorburn v Graham Miles
79,1981,Last 16,L16,2,25,15,Graham Miles,ENG,u,2,13.33333333,L,Cliff Thorburn,CAN,1,13,86.66666667,W,Cliff Thorburn,CAN,1,13,Graham Miles,ENG,u,2,11,Cliff Thorburn v Graham Miles
80,1981,Last 16,L16,2,25,16,David Taylor,ENG,u,13,81.25,W,Fred Davis,ENG,8,3,18.75,L,David Taylor,ENG,u,13,Fred Davis,ENG,8,3,10,David Taylor v Fred Davis
80,1981,Last 16,L16,2,25,16,Fred Davis,ENG,8,3,18.75,L,David Taylor,ENG,u,13,81.25,W,David Taylor,ENG,u,13,Fred Davis,ENG,8,3,10,David Taylor v Fred Davis
81,1981,Last 16,L16,2,25,19,Terry Griffiths,WAL,5,13,68.42105263,W,Tony Meo,ENG,u,6,31.57894737,L,Terry Griffiths,WAL,5,13,Tony Meo,ENG,u,6,7,Terry Griffiths v Tony Meo
81,1981,Last 16,L16,2,25,19,Tony Meo,ENG,u,6,31.57894737,L,Terry Griffiths,WAL,5,13,68.42105263,W,Terry Griffiths,WAL,5,13,Tony Meo,ENG,u,6,7,Terry Griffiths v Tony Meo
82,1981,Last 16,L16,2,25,21,Alex Higgins,NIR,4,8,38.0952381,L,Steve Davis,ENG,u,13,61.9047619,W,Steve Davis,ENG,u,13,Alex Higgins,NIR,4,8,5,Alex Higgins v Steve Davis
82,1981,Last 16,L16,2,25,21,Steve Davis,ENG,u,13,61.9047619,W,Alex Higgins,NIR,4,8,38.0952381,L,Steve Davis,ENG,u,13,Alex Higgins,NIR,4,8,5,Alex Higgins v Steve Davis
83,1981,Last 16,L16,2,25,20,Doug Mountjoy,WAL,u,13,65,W,Eddie Charlton,AUS,3,7,35,L,Doug Mountjoy,WAL,u,13,Eddie Charlton,AUS,3,7,6,Doug Mountjoy v Eddie Charlton
83,1981,Last 16,L16,2,25,20,Eddie Charlton,AUS,3,7,35,L,Doug Mountjoy,WAL,u,13,65,W,Doug Mountjoy,WAL,u,13,Eddie Charlton,AUS,3,7,6,Doug Mountjoy v Eddie Charlton
84,1981,Last 16,L16,2,25,24,Dennis Taylor,NIR,6,13,54.16666667,W,Kirk Stevens,CAN,u,11,45.83333333,L,Dennis Taylor,NIR,6,13,Kirk Stevens,CAN,u,11,2,Dennis Taylor v Kirk Stevens
84,1981,Last 16,L16,2,25,24,Kirk Stevens,CAN,u,11,45.83333333,L,Dennis Taylor,NIR,6,13,54.16666667,W,Dennis Taylor,NIR,6,13,Kirk Stevens,CAN,u,11,2,Dennis Taylor v Kirk Stevens
85,1981,Last 16,L16,2,25,18,Bill Werbeniuk,CAN,u,13,72.22222222,W,Perrie Mans,RSA,7,5,27.77777778,L,Bill Werbeniuk,CAN,u,13,Perrie Mans,RSA,7,5,8,Bill Werbeniuk v Perrie Mans
85,1981,Last 16,L16,2,25,18,Perrie Mans,RSA,7,5,27.77777778,L,Bill Werbeniuk,CAN,u,13,72.22222222,W,Bill Werbeniuk,CAN,u,13,Perrie Mans,RSA,7,5,8,Bill Werbeniuk v Perrie Mans
86,1981,Last 16,L16,2,25,24,John Spencer,ENG,u,11,45.83333333,L,Ray Reardon,WAL,2,13,54.16666667,W,Ray Reardon,WAL,2,13,John Spencer,ENG,u,11,2,John Spencer v Ray Reardon
86,1981,Last 16,L16,2,25,24,Ray Reardon,WAL,2,13,54.16666667,W,John Spencer,ENG,u,11,45.83333333,L,Ray Reardon,WAL,2,13,John Spencer,ENG,u,11,2,John Spencer v Ray Reardon
